Age,FamilySize,IsAlone,HasCabin,Fare_log,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Pclass_2,Pclass_3
0.3938545346317358,-0.5546661333371994,1,0,-0.7932097843679099,True,False,False,True,False,False,False,True
1.342346917108059,0.040096346988231245,0,0,-0.8938182718560791,False,True,False,False,True,False,False,True
2.480537776079647,-0.5546661333371994,1,0,-0.5983536610092582,True,False,False,True,False,False,True,False
-0.17524089485405822,-0.5546661333371994,1,0,-0.7012059848131963,False,True,False,True,False,False,False,True
-0.5546378478445876,0.6348588273136618,0,0,-0.37622071418555425,False,True,False,False,True,False,False,True
-1.1616729726294346,-0.5546661333371994,1,0,-0.6434834798318734,False,True,False,True,False,False,False,True
0.052397276940259384,-0.5546661333371994,1,0,-0.8165837036808318,True,False,True,False,False,False,False,True
-0.2511202854521641,0.6348588273136618,0,0,0.45454907711819875,False,True,False,True,False,False,True,False
-0.858155410237011,-0.5546661333371994,1,0,-0.8650022939791525,False,False,False,False,True,False,False,True
-0.6305172384426934,0.6348588273136618,0,0,0.2746592692781365,False,True,False,True,False,False,False,True
0.052397276940259384,-0.5546661333371994,1,0,-0.7855436396344988,False,True,False,True,False,False,False,True
1.2664675265099532,-0.5546661333371994,1,0,0.3470672904774781,False,True,False,True,False,False,False,False
-0.4787584572464817,0.040096346988231245,0,1,1.4959536669560904,False,True,False,False,True,False,False,False
2.556417166677753,0.040096346988231245,0,0,0.3470672904774781,False,True,False,True,False,False,True,False
1.342346917108059,0.040096346988231245,0,1,1.1979770518787036,False,True,False,False,True,False,False,False
-0.4028790666483758,0.040096346988231245,0,0,0.4100959634310145,False,False,False,False,True,False,True,False
0.4317942299307887,-0.5546661333371994,1,0,-0.37143359393707387,True,False,False,True,False,False,True,False
-0.6305172384426934,-0.5546661333371994,1,0,-0.8655230802337704,False,False,False,True,False,False,False,True
-0.17524089485405822,0.040096346988231245,0,0,-0.7822005884264942,False,True,True,False,False,False,False,True
1.1905881359118473,-0.5546661333371994,1,0,-0.8655230802337704,False,False,False,False,True,False,False,True
1.949382041892906,0.040096346988231245,0,0,1.1684300241196868,False,False,False,True,False,False,False,False
-1.5410699256199638,0.040096346988231245,0,0,-1.5582655455465886,False,True,False,False,False,False,False,True
0.35591483933268286,-0.5546661333371994,1,0,0.5419407092844026,False,True,False,False,True,False,False,False
-0.6305172384426934,0.040096346988231245,0,0,1.2013219641774628,False,False,False,True,False,False,False,False
1.418226307706165,1.8243837879645228,0,1,2.6706681080690937,False,False,False,False,True,False,False,False
1.5699850889023768,0.040096346988231245,0,0,-0.21910355439909165,False,True,False,True,False,False,False,True
-0.5546378478445876,0.040096346988231245,0,1,1.211087320878853,False,False,True,False,False,False,False,False
-0.5166981525455346,-0.5546661333371994,1,0,-0.8655230802337704,False,False,False,True,False,False,False,True
0.8870705735194239,-0.5546661333371994,1,1,0.5043215557614832,False,True,False,True,False,False,False,False
0.052397276940259384,0.6348588273136618,0,0,0.16916758344111707,False,False,False,True,False,False,False,True
1.5699850889023768,0.040096346988231245,0,0,0.3470672904774781,False,True,False,True,False,False,True,False
-0.4028790666483758,0.6348588273136618,0,0,0.5362033208792348,False,True,False,True,False,False,True,False
0.280035448734577,1.2296213076390923,0,0,0.1182496951518834,False,True,False,False,True,False,False,True
0.35591483933268286,1.2296213076390923,0,0,0.24586326797402766,False,True,False,False,True,False,False,True
0.052397276940259384,0.040096346988231245,0,1,1.1401744167919605,False,False,False,True,False,False,False,False
-0.8202157149379581,-0.5546661333371994,1,0,-0.8650022939791525,False,False,False,True,False,False,False,True
-0.5546378478445876,-0.5546661333371994,1,0,-0.7680121336586697,False,True,True,False,False,False,False,True
-0.6305172384426934,-0.5546661333371994,1,0,-0.7012059848131963,False,True,True,False,False,False,False,True
-0.32699967605026997,-0.5546661333371994,1,0,-0.6164095917111074,False,True,False,True,False,False,False,True
0.052397276940259384,-0.5546661333371994,1,0,1.1181607005832248,False,True,False,True,False,False,False,True
0.7353117923232122,0.040096346988231245,0,0,-0.2930150458542484,False,False,False,True,False,False,False,True
0.052397276940259384,-0.5546661333371994,1,1,0.3676389646316987,False,True,False,True,False,False,False,False
0.8870705735194239,-0.5546661333371994,1,0,-0.7908093606370404,False,True,False,True,False,False,False,True
0.052397276940259384,-0.5546661333371994,1,0,-0.3229354857942215,False,True,False,False,True,False,True,False
1.1905881359118473,0.040096346988231245,0,1,1.0457131930702301,False,True,False,False,True,False,False,False
-0.32699967605026997,-0.5546661333371994,1,0,-0.7822005884264942,False,True,False,True,False,False,False,True
1.1905881359118473,-0.5546661333371994,1,1,0.47807873363611597,False,False,False,True,False,False,False,False
0.052397276940259384,-0.5546661333371994,1,0,-0.8024019109872726,True,False,False,True,False,False,False,True
2.3287789948834354,-0.5546661333371994,1,1,1.4199923537151982,False,False,False,False,True,False,False,False
0.5076736205288945,0.6348588273136618,0,0,-0.13088894427998912,False,True,False,False,True,False,False,True
-0.4028790666483758,0.040096346988231245,0,1,1.1785137976869822,False,True,False,True,False,False,False,False
-0.17524089485405822,-0.5546661333371994,1,0,-0.18459469875748155,False,False,False,True,False,False,True,False
-0.7063966290407993,1.2296213076390923,0,0,0.22691287561651188,False,True,True,False,False,False,True,False
-0.09936150425595235,2.4191462682899534,0,1,2.6730860600257746,False,True,True,False,False,False,False,False
0.052397276940259384,-0.5546661333371994,1,0,-0.1504395206451471,False,False,False,True,False,False,True,False
-1.465190535021858,2.4191462682899534,0,0,0.45879080236848147,True,False,False,False,False,False,False,True
0.4317942299307887,-0.5546661333371994,1,0,-0.7855436396344988,False,True,False,True,False,False,False,True
-0.32699967605026997,-0.5546661333371994,1,1,-0.8141277119601591,False,True,False,True,False,False,False,True
0.052397276940259384,0.040096346988231245,0,0,-0.1188872358162066,False,True,False,True,False,False,False,True
0.5076736205288945,-0.5546661333371994,1,1,2.6706681080690937,False,False,True,False,False,False,False,False
-0.9340348008351169,-0.5546661333371994,1,0,-0.7855436396344988,False,True,False,True,False,False,False,True
0.2041560581364711,-0.5546661333371994,1,0,-0.28713765654720713,False,True,False,True,False,False,True,False
-0.858155410237011,-0.5546661333371994,1,0,-0.8024019109872726,False,True,False,True,False,False,False,True
-0.5546378478445876,-0.5546661333371994,1,0,-0.8053207497537629,True,False,True,False,False,False,False,True
-1.2375523632275403,1.8243837879645228,0,1,2.6706681080690937,False,False,False,False,False,False,False,False
0.35591483933268286,-0.5546661333371994,1,0,0.13814965916370786,False,True,False,False,True,False,True,False
-0.858155410237011,-0.5546661333371994,1,0,-0.7874490371300598,True,False,True,False,False,False,False,True
1.342346917108059,-0.5546661333371994,1,0,0.8312456568558175,False,True,False,True,False,False,False,False
0.12827666753836525,-0.5546661333371994,1,1,0.43869952976269305,False,False,False,True,False,False,False,False
2.3287789948834354,2.4191462682899534,0,1,2.6730860600257746,False,True,False,False,True,False,False,False
-0.4028790666483758,-0.5546661333371994,1,0,-0.8024019109872726,True,False,True,False,False,False,False,True
-0.6305172384426934,-0.5546661333371994,1,0,-0.7855436396344988,False,True,False,True,False,False,False,True
-0.02348211365784648,-0.5546661333371994,1,0,-0.7822005884264942,False,True,True,False,False,False,False,True
-0.061421808956899415,-0.5546661333371994,1,1,0.4100959634310145,False,False,False,True,False,False,False,False
0.4317942299307887,-0.5546661333371994,1,1,2.4517098427125483,False,False,True,False,False,False,False,False
0.24209575343552406,-0.5546661333371994,1,1,2.4517098427125483,False,False,False,True,False,False,False,False
0.052397276940259384,-0.5546661333371994,1,0,-0.7680121336586697,False,True,False,True,False,False,False,True
1.949382041892906,0.6348588273136618,0,1,0.3356690327576646,False,True,False,False,True,False,False,False
0.052397276940259384,-0.5546661333371994,1,0,-0.3229354857942215,False,True,False,True,False,False,True,False
-0.4028790666483758,-0.5546661333371994,1,0,-0.8024019109872726,True,False,True,False,False,False,False,True
-1.7687080974142815,0.6348588273136618,0,0,-0.17116300515672123,False,False,False,False,False,False,False,True
